idcuenta,moneda,saldo,estado
4599,Ruble,1894881.2,False
4600,Sol,378230.66,False
4601,Rupiah,1440083.77,False
4602,Yen,1840553.35,True
4603,Litas,154857.59,False
4604,,1528502.47,True
4605,Peso,389490.28,True
4606,Ruble,1646046.97,False
4607,Hryvnia,227217.44,True
4608,Dirham,277549.87,True
4609,Yuan Renminbi,309030.41,True
4610,Yuan Renminbi,241330.39,False
4611,Ruble,166125.52,True
4612,Yuan Renminbi,1780454.14,
4613,Euro,1116146.88,False
4614,Denar,20938.0,True
4615,Som,1614816.37,True
4616,Koruna,505768.76,True
4617,,1949088.39,True
4618,Ruble,1573466.06,False
4619,Rupiah,21135.86,True
4620,Zloty,711563.02,False
4621,Yuan Renminbi,818339.58,False
4622,Dollar,1815527.19,True
4623,,1616376.56,
4624,Yuan Renminbi,1552341.07,True
4625,Yuan Renminbi,605413.95,True
4626,Ruble,1865866.84,False
4627,Euro,315340.22,False
4628,Yuan Renminbi,982756.68,True
4629,Yuan Renminbi,710121.75,True
4630,Real,1180258.91,False
4631,Lev,,False
4632,Krona,3120.14,False
4633,Peso,791135.89,False
4634,Dinar,1966120.05,True
4635,,550852.03,False
4636,Yuan Renminbi,122139.68,False
4637,Euro,1532283.09,False
4638,Rupiah,158751.57,False
4639,Yuan Renminbi,1690149.86,False
4640,Yuan Renminbi,,
4641,,927425.67,True
4642,Yuan Renminbi,1436623.52,
4643,Dinar,1857567.06,False
4644,Ruble,246126.37,False
4645,Rial,92209.02,True
4646,Peso,1932797.13,True
4647,,633838.19,True
4648,Yuan Renminbi,1231104.03,False
4649,Baht,1196290.87,False
4650,Dinar,1732856.01,False
4651,Franc,1753005.88,True
4652,Hryvnia,216778.4,False
4653,Rupiah,1482463.87,False
4654,Franc,1954023.68,False
4655,Euro,231056.1,False
4656,Yuan Renminbi,495102.32,False
4657,Dollar,1535319.7,True
4658,Rial,822816.1,True
4659,Euro,277247.08,True
4660,Franc,385416.9,False
4661,Zloty,1409589.25,
4662,Baht,1111233.02,True
4663,Tenge,175562.39,True
4664,Ruble,,True
4665,Yuan Renminbi,1807641.39,False
4666,Yuan Renminbi,1119054.36,True
4667,Yuan Renminbi,1980483.12,False
4668,Yuan Renminbi,1806373.77,
4669,Rupiah,1107445.8,False
4670,Rupiah,,False
4671,Peso,,False
4672,Tenge,1154218.86,False
4673,Euro,214682.94,True
4674,Yuan Renminbi,1968261.85,False
4675,Euro,1325151.73,False
4676,Rupee,1890086.09,
4677,Yuan Renminbi,983592.48,False
4678,,368423.94,True
4679,Euro,1992219.33,False
4680,Real,1389700.92,True
4681,Rupiah,1241728.61,False
4682,Euro,39214.54,
4683,Real,459103.93,False
4684,Rupiah,138081.82,False
4685,Ruble,54182.98,False
4686,Sol,1986635.6,False
4687,Krona,858493.48,True
4688,Guarani,1414493.93,False
4689,Kuna,1639874.85,True
4690,Euro,569432.94,False
4691,Yuan Renminbi,259622.27,False
4692,Peso,1493867.9,False
4693,Koruna,1055497.79,False
4694,Zloty,1591073.94,False
4695,Yuan Renminbi,937141.41,True
4696,Hryvnia,1978264.94,True
4697,Lev,1356006.68,True
4698,Baht,1317782.75,True
4699,Ruble,1663417.43,False
4700,Euro,1404377.87,True
4701,Ruble,1737504.26,False
4702,Yuan Renminbi,1575971.87,False
4703,Peso,783826.22,False
4704,Yuan Renminbi,807333.07,
4705,Peso,286866.67,True
4706,Yuan Renminbi,737217.12,
4707,Manat,863585.7,True
4708,Franc,1003255.01,False
4709,Ruble,1254210.87,True
4710,Yuan Renminbi,22428.83,False
4711,Yuan Renminbi,121010.21,True
4712,Yuan Renminbi,1559907.6,False
4713,Peso,1479408.64,False
4714,Ruble,1377932.24,True
4715,Yuan Renminbi,464023.37,True
4716,Euro,731136.87,False
4717,Dollar,798493.4,True
4718,Ruble,1522001.54,True
4719,Sol,335900.22,False
4720,Rupiah,746859.18,False
4721,Peso,57858.41,True
4722,Shekel,175404.37,False
4723,Zloty,,True
4724,Tenge,738402.39,False
4725,Yuan Renminbi,1031263.0,True
4726,Lempira,412529.26,True
4727,Rial,771460.82,False
4728,Euro,1944805.95,True
4729,Peso,234129.0,True
4730,Real,969758.74,False
4731,Euro,1904017.05,True
4732,Ruble,242978.83,False
4733,Yuan Renminbi,1998458.07,True
4734,Euro,1008363.52,True
4735,Zloty,1231309.13,True
4736,Peso,825546.88,False
4737,,258593.94,True
4738,Euro,1080185.75,True
4739,Rupiah,672078.18,False
4740,Dram,86129.83,True
4741,Dinar,713715.98,True
4742,Pound,1770097.36,False
4743,Real,,False
4744,Real,873083.81,False
4745,Krona,1419598.1,False
4746,Sol,636319.74,
4747,Rial,1357968.84,True
4748,Sol,1205107.31,True
4749,Euro,1754643.48,False
4750,Yuan Renminbi,469885.44,False
4751,Zloty,1853349.56,True
4752,Quetzal,1820648.01,False
4753,Ruble,1484425.26,False
4754,Yuan Renminbi,470307.7,False
4755,Dollar,103854.63,
4756,Ruble,931599.21,False
4757,Ruble,200787.87,False
4758,Euro,1413268.09,False
4759,Peso,520725.75,True
4760,,148039.33,False
4761,Ruble,1537472.58,
4762,Franc,1943794.26,True
4763,Peso,926903.22,True
4764,Yuan Renminbi,1716273.2,True
4765,Baht,1203718.81,False
4766,Rial,991416.74,
4767,,525502.84,False
4768,Ruble,1689408.96,True
4769,Ruble,1105260.44,True
4770,,1687174.11,False
4771,Dirham,972821.82,True
4772,,1141016.83,False
4773,Dong,353093.42,True
4774,Euro,1408191.32,True
4775,Yuan Renminbi,896084.81,True
4776,Hryvnia,50575.08,True
4777,Quetzal,1133793.74,True
4778,Peso,310124.32,False
4779,Real,1978324.28,False
4780,Shilling,1400134.72,False
4781,Peso,1399848.49,True
4782,Ruble,1489175.89,True
4783,Dollar,294064.91,True
4784,Yuan Renminbi,1785661.23,False
4785,Lempira,534587.69,False
4786,Yuan Renminbi,899179.31,False
4787,Peso,1718045.5,True
4788,Yuan Renminbi,1515520.54,False
4789,Sol,1958535.45,False
4790,Tugrik,1198701.04,False
4791,Rupiah,183294.6,True
4792,Rand,1443300.2,False
4793,Rupiah,272562.86,False
4794,Rupiah,133665.18,False
4795,Euro,1386693.32,True
4796,,107678.54,True
4797,Yuan Renminbi,1488874.92,True
4798,Zloty,908757.05,True
4799,Guarani,1861374.28,True
4800,,1658354.87,True
4801,Peso,670772.73,False
4802,Euro,166048.29,True
4803,Rupiah,936896.06,True
4804,Colon,1071220.18,False
4805,Tugrik,1695024.83,False
4806,Euro,1136645.76,True
4807,Rupiah,390722.54,False
4808,Yuan Renminbi,1609873.8,False
4809,Euro,1023407.19,False
4810,Ruble,365479.03,False
4811,Rupiah,1182959.59,True
4812,Rupiah,,True
4813,Ruble,,True
4814,Real,127438.76,True
4815,Kuna,144331.7,False
4816,Euro,1295082.58,True
4817,Zloty,1490751.34,True
4818,Euro,840091.13,False
4819,Dollar,305419.03,
4820,Krona,238375.92,False
4821,Euro,1574505.92,False
4822,Rupiah,463453.56,True
4823,Sol,439804.02,False
4824,Rupiah,1133616.31,False
4825,Peso,93952.31,True
4826,Euro,1266434.69,True
4827,Yuan Renminbi,1997627.67,True
4828,Zloty,1107942.96,True
4829,,132088.48,
4830,Dollar,981879.74,True
4831,Ruble,533984.96,False
4832,Pound,,True
4833,Rupiah,,True
4834,Lempira,1938743.36,True
4835,Som,1135428.49,False
4836,Euro,,False
4837,Yuan Renminbi,23425.53,False
4838,Ruble,58769.55,True
4839,Euro,329272.91,True
4840,Hryvnia,1393103.57,False
4841,Euro,417434.13,True
4842,Franc,1045769.46,False
4843,Yuan Renminbi,45240.82,False
4844,,1048278.97,False
4845,Taka,1613369.78,
4846,Euro,1737665.4,False
4847,Ruble,326528.21,True
4848,Hryvnia,263837.21,False
4849,Ruble,1280190.98,True
4850,Euro,441243.93,True
4851,Yen,1884350.07,False
4852,Rupiah,1767243.58,False
4853,Koruna,6184.3,False
4854,Euro,445134.78,True
4855,Real,1903208.57,True
4856,Yuan Renminbi,1067791.2,True
4857,Lempira,1428847.64,True
4858,Peso,1553801.99,True
4859,Rupiah,91448.51,
4860,Yuan Renminbi,787293.19,True
4861,Franc,1055931.24,False
4862,Yuan Renminbi,1467549.95,True
4863,Yuan Renminbi,1259972.88,True
4864,Yuan Renminbi,1522318.72,True
4865,Krona,1035499.16,False
4866,Euro,1919509.04,False
4867,Franc,590337.27,False
4868,Yuan Renminbi,1828165.67,True
4869,Krona,,True
4870,Ruble,933420.72,True
4871,Euro,,False
4872,Euro,311444.07,False
4873,Yuan Renminbi,1426445.02,True
4874,,1777117.49,False
4875,Ruble,502020.56,False
4876,Ruble,1921513.31,True
4877,Peso,,False
4878,Euro,1221182.89,False
4879,Ruble,291651.96,
4880,Yuan Renminbi,848678.22,False
4881,Yuan Renminbi,514233.52,True
4882,Rupiah,,True
4883,Yuan Renminbi,411572.5,False
4884,Rupiah,889944.21,True
4885,Zloty,902122.78,True
4886,Yuan Renminbi,479561.83,True
4887,Yuan Renminbi,345546.92,True
4888,,,False
4889,Dram,1243420.86,False
4890,Yuan Renminbi,104312.77,False
4891,,364431.0,False
4892,Tala,1719270.87,False
4893,Yuan Renminbi,716074.24,False
4894,,,True
4895,Euro,1433310.49,False
4896,,1271067.49,True
4897,Dong,1197438.08,
4898,Peso,1442162.94,False
4899,Rupiah,59305.61,False
4900,Yuan Renminbi,484395.17,True
4901,Real,1635606.15,False
4902,Marka,,False
4903,Real,1355218.83,False
4904,Pound,1331720.45,False
4905,Lev,924424.37,
4906,Guarani,80886.44,
4907,Peso,430562.75,False
4908,Euro,1583674.47,False
4909,Rupiah,452357.9,True
4910,Peso,1386849.07,False
4911,Baht,1015335.61,True
4912,Euro,1908823.14,False
4913,Yuan Renminbi,1866060.95,False
4914,Hryvnia,1498827.68,False
4915,Euro,1689490.79,True
4916,Euro,1949356.56,False
4917,Dinar,742779.21,False
4918,Rupiah,222531.17,False
4919,Yuan Renminbi,1266227.58,False
4920,Rupiah,1697276.11,True
4921,Ruble,1481148.78,True
4922,Peso,51642.55,True
4923,,1786647.09,False
4924,Hryvnia,1160195.45,False
4925,Lari,1915821.67,True
4926,Ruble,305693.78,True
4927,Real,1414015.68,False
4928,Peso,1670004.7,False
4929,,530351.24,True
4930,Yuan Renminbi,85300.5,False
4931,Yuan Renminbi,716699.7,True
4932,Dollar,208466.13,True
4933,Sol,564868.12,False
4934,Cordoba,1770862.41,False
4935,Franc,1456146.29,False
4936,Euro,453186.18,
4937,Yuan Renminbi,337842.32,False
4938,Yuan Renminbi,948967.08,False
4939,Peso,518745.13,False
4940,Real,427658.26,True
4941,Real,611832.75,False
4942,Balboa,1716281.16,True
4943,Euro,714917.35,False
4944,Peso,21157.67,True
4945,Ruble,1420988.37,True
4946,Zloty,1851764.25,False
4947,Lek,1068938.89,False
4948,Rupiah,1328061.29,False
4949,Ringgit,1817631.7,True
4950,Real,380794.69,False
4951,Peso,654560.3,False
4952,Yuan Renminbi,,True
4953,Rupiah,1781474.41,False
4954,Rial,837142.93,True
4955,Rupiah,416724.44,False
4956,Rupiah,,False
4957,Dollar,1036464.15,True
4958,Cedi,1840938.95,False
4959,Franc,1734566.63,False
4960,Euro,1217002.99,False
4961,Ruble,81922.32,False
4962,Euro,1882358.64,True
4963,Euro,427555.01,True
4964,Rupiah,1863545.62,True
4965,Yuan Renminbi,232020.57,True
4966,Lempira,59462.74,False
4967,,1423346.7,False
4968,Rupiah,,True
4969,Yuan Renminbi,,True
4970,Euro,1760799.86,False
4971,Euro,804252.96,False
4972,Baht,,False
4973,Krona,367714.06,False
4974,Yen,197103.64,True
4975,Real,274493.55,False
4976,Yuan Renminbi,868460.13,True
4977,Peso,1114702.7,False
4978,Rupiah,784926.63,True
4979,Rupiah,1257671.91,False
4980,Rupiah,81130.55,True
4981,Euro,781489.28,True
4982,Yuan Renminbi,1413873.36,True
4983,Peso,131270.67,True
4984,Franc,619986.0,True
4985,Rupiah,282248.4,True
4986,Rupiah,,True
4987,Ariary,87762.94,True
4988,Euro,1998380.68,False
4989,Baht,395993.93,False
4990,Rupiah,1052061.35,False
4991,Rupiah,843496.51,False
4992,Yuan Renminbi,972611.21,True
4993,Euro,295933.14,False
4994,Afghani,352257.39,False
4995,Ruble,1573965.93,False
4996,Franc,1342356.25,True
4997,Peso,1065073.97,False
4998,Tugrik,1042012.43,True
4999,Krone,49707.3,True
5000,Afghani,385234.32,False
