idlibro,idtransaccion,saldo,monto,fechalibro
1918,2914,442733.19,408655.29,2025-04-24
1919,2778,252207.62,942966.0,2026-09-07
1920,3064,449684.95,846001.61,2026-06-06
1921,386,220981.52,417414.45,2025-09-14
1922,2710,578483.37,143688.95,2022-07-10
1923,3903,124321.06,94508.05,2024-03-30
1924,429,183214.41,655147.03,2023-08-05
1925,3770,321733.65,162275.64,2023-12-23
1926,185,563294.5,987291.34,2026-04-03
1927,757,501894.47,72345.3,2026-04-30
1928,220,598605.42,489919.82,2025-12-09
1929,98,354567.41,839197.57,
1930,3113,439255.4,977885.85,2025-03-04
1931,3374,510070.43,,2023-06-15
1932,643,112708.15,59136.4,2023-01-03
1933,3479,86198.73,100423.83,2025-03-09
1934,3983,390310.22,314292.16,2023-12-31
1935,4418,426073.37,712917.22,2025-01-17
1936,4644,177752.67,466501.94,2023-12-29
1937,2733,371722.3,82829.69,2023-11-06
1938,968,687020.88,226728.39,2026-11-24
1939,850,695987.97,137485.37,
1940,1833,771495.7,161570.7,2022-07-16
1941,4967,220242.39,64085.86,2022-12-04
1942,3641,536961.97,156827.45,2025-07-14
1943,4695,438276.77,19256.3,2026-07-25
1944,2552,888131.81,424778.6,2023-11-11
1945,3667,845862.39,20174.17,
1946,976,483204.51,655192.48,2023-11-25
1947,1276,201216.09,357005.73,2023-06-20
1948,4183,184463.77,133085.42,2026-06-24
1949,2463,544620.14,456193.45,2026-02-11
1950,1654,562324.4,441403.87,2026-12-09
1951,1708,503150.81,154213.15,2023-10-19
1952,1697,219406.32,188677.47,2024-08-29
1953,351,,501329.26,2025-11-20
1954,3908,334174.85,206022.13,2025-02-28
1955,1307,495090.23,414317.72,2023-10-06
1956,901,344624.66,762253.74,2023-04-01
1957,4501,456827.5,713171.27,2026-03-17
1958,4454,,705951.9,
1959,1792,328889.0,63658.9,2026-11-18
1960,2575,325846.92,321751.03,2026-09-21
1961,4375,,359920.73,2025-01-07
1962,236,101535.82,170956.6,2025-08-05
1963,581,261852.69,572500.81,2022-11-06
1964,4693,772479.05,509336.87,2024-09-28
1965,3563,163109.83,215822.41,2023-04-21
1966,66,84299.33,652595.44,2026-04-09
1967,4652,291611.14,231564.24,2023-04-02
1968,518,869497.67,664791.59,2022-11-14
1969,3425,953021.64,891891.7,2025-08-01
1970,3716,,,2026-09-01
1971,891,618933.2,298209.63,2025-02-25
1972,559,774197.9,839803.27,2024-04-17
1973,4231,933045.17,9160.29,2024-07-08
1974,1282,697682.76,249703.07,2025-12-19
1975,2462,385478.69,19861.04,2022-12-19
1976,4153,17414.21,775288.04,2026-04-22
1977,589,175237.46,136699.48,2024-09-25
1978,4092,32589.7,455486.55,2024-04-25
1979,1405,207592.21,228137.24,2024-06-22
1980,276,232429.86,882273.12,2026-04-26
1981,4967,441139.33,331445.88,2024-05-22
1982,1348,52324.76,607858.29,2026-08-07
1983,1692,746980.41,172565.55,2024-11-02
1984,517,886896.07,435647.35,2022-12-01
1985,4070,71265.24,615271.95,2023-12-10
1986,3113,859406.48,985178.33,2022-08-20
1987,2787,726984.77,788628.39,2026-07-09
1988,1574,22775.59,623706.59,
1989,3943,276153.19,764629.04,2023-03-18
1990,1312,569511.76,412167.87,2026-07-14
1991,3491,966752.36,569513.66,2025-03-19
1992,3051,340019.12,5525.47,2024-08-07
1993,351,46443.7,380818.13,2026-07-30
1994,1798,621021.16,164192.52,
1995,3060,410658.39,918091.98,2026-11-16
1996,244,712683.86,987870.64,
1997,3811,93311.01,547667.87,2026-12-22
1998,3046,112511.68,388991.71,2024-05-12
1999,3378,209237.0,29636.3,2023-12-05
2000,4603,945276.4,,2024-06-15
2001,2752,851103.08,553999.07,2024-05-04
2002,673,103683.44,305188.35,2025-09-05
2003,2772,67203.05,529308.8,2024-12-07
2004,4489,298787.7,682876.26,
2005,2378,237274.18,182565.72,2022-12-14
2006,2764,30749.49,423599.33,2025-08-25
2007,3084,929091.57,820324.04,2022-12-20
2008,192,15738.58,474995.59,2024-07-12
2009,2701,827425.73,304141.28,2024-07-04
2010,1182,343366.99,535465.92,2026-11-23
2011,250,363609.7,606692.79,2022-12-08
2012,162,790353.87,327702.28,2023-10-20
2013,4160,139398.72,,2023-06-17
2014,1706,265762.12,363105.54,2025-10-18
2015,4286,331049.68,565348.15,2026-02-27
2016,2937,,153222.23,2023-05-04
2017,2258,,796806.65,2023-04-19
2018,552,637492.73,656351.02,2026-07-22
2019,129,394926.97,208320.34,2022-11-13
2020,4678,361556.17,567630.73,2026-11-04
2021,2998,276768.42,670594.86,2023-11-16
2022,4931,753463.92,,2026-07-25
2023,2161,808949.94,836544.86,2022-09-07
2024,3843,342914.03,,2023-07-29
2025,2364,217977.43,31495.32,2024-11-29
2026,2071,654383.26,716578.09,
2027,1905,463064.78,929340.52,2025-09-16
2028,3594,306163.1,877987.91,2022-10-01
2029,4854,764405.02,236030.38,2022-08-25
2030,1672,219646.98,987649.53,2025-03-03
2031,1815,820863.2,99507.71,2024-07-09
2032,3591,180824.84,,2022-12-07
2033,1060,436755.06,222341.41,2025-12-13
2034,2345,734194.66,46451.79,2026-04-08
2035,4183,439505.39,336501.79,2024-07-24
2036,4924,877553.57,518478.8,2026-06-10
2037,4590,803655.86,665028.77,2023-08-01
2038,4529,,224260.34,2022-10-25
2039,965,748484.04,319770.72,2026-03-07
2040,1470,201895.0,826045.68,2022-11-18
2041,893,971011.24,132523.28,2023-01-29
2042,1003,202940.47,649302.84,2023-01-05
2043,1406,262290.95,59741.3,2026-08-15
2044,643,633693.27,832859.09,2023-04-07
2045,596,783894.59,428025.84,2022-11-26
2046,3326,407841.35,451682.47,2026-04-26
2047,4889,107103.69,191646.95,2025-04-19
2048,4705,192177.75,229947.98,2025-09-09
2049,3879,996210.48,856477.25,2026-11-07
2050,834,210745.33,263441.63,2023-01-12
2051,4445,773169.24,220325.08,2022-07-13
2052,1713,,939488.28,
2053,1165,,649011.39,
2054,3102,999510.48,938938.92,2023-02-15
2055,2276,91714.45,288757.32,2024-10-09
2056,866,376127.03,815729.3,2024-06-11
2057,4419,367214.56,343583.76,2023-11-22
2058,909,154712.56,713358.04,2025-11-25
2059,1325,763877.7,311617.91,2023-01-13
2060,2729,45268.66,564984.12,2023-07-16
2061,1204,157372.83,64241.54,2024-08-04
2062,2745,997960.21,770220.56,2026-09-06
2063,800,675710.19,13548.81,2022-09-23
2064,3760,225446.11,197101.3,2025-07-14
2065,1456,925240.1,,2022-09-13
2066,2108,38497.86,860717.51,2026-11-22
2067,4919,944783.35,886352.82,2022-08-18
2068,3072,111751.32,299016.09,2024-11-11
2069,957,311172.41,503611.32,2023-12-24
2070,4727,223175.9,197890.92,
2071,2982,494381.58,112967.03,2025-03-14
2072,374,245561.35,603977.88,2023-06-16
2073,4730,44468.28,845390.62,2026-12-14
2074,4757,796038.18,899471.21,2022-09-10
2075,152,314243.44,97942.68,
2076,1924,182782.38,678773.67,2023-12-01
2077,3344,581018.9,835500.18,2023-10-09
2078,4598,78494.54,562877.27,2023-07-07
2079,1588,321205.3,705868.11,2024-02-05
2080,4576,291142.68,147998.03,2026-10-11
2081,1771,365592.45,615709.55,2025-07-05
2082,3006,25590.71,374180.93,2025-06-22
2083,2042,316473.0,633887.66,2025-09-19
2084,2109,22324.28,555511.35,2023-07-12
2085,1404,338242.71,551148.72,2026-09-01
2086,1203,870211.87,932388.29,2025-05-21
2087,2960,143765.18,901031.7,2025-07-16
2088,3955,245106.51,407693.18,2024-05-09
2089,3468,,920727.53,2024-04-20
2090,2318,422560.82,150150.83,2023-05-05
2091,3328,948498.89,760730.25,2023-04-22
2092,2253,230575.13,,2025-05-03
2093,3419,224870.13,17968.84,2026-12-09
2094,3162,238946.86,569768.51,2025-01-24
2095,2251,415960.48,995991.15,2023-05-09
2096,1097,861598.88,675035.75,2022-07-01
2097,4529,748943.92,751699.69,2025-10-02
2098,4457,46198.16,416171.12,2026-08-14
2099,1518,728377.72,464082.96,2023-11-30
2100,885,936212.09,958573.02,2026-09-05
2101,4405,546193.04,388300.37,2025-11-02
2102,4513,787418.12,174015.14,2023-09-14
2103,3895,925765.7,271603.92,2024-12-09
2104,256,502205.56,803877.61,2026-01-10
2105,2888,972950.21,708862.28,2022-12-31
2106,1032,962185.32,400189.93,2024-08-30
2107,1855,,599763.04,
2108,1146,118153.92,158565.6,2023-07-16
2109,2709,43978.52,852225.48,2023-12-25
2110,2501,215556.67,811006.61,2023-10-10
2111,289,472443.58,635002.75,2024-08-17
2112,1659,651415.59,550849.58,2025-05-27
2113,362,806793.31,882304.08,2025-09-29
2114,1297,151245.83,278454.87,2022-11-13
2115,4162,6768.96,794590.8,2025-09-08
2116,3817,240961.06,845425.29,2025-06-27
2117,460,351159.32,993133.43,2022-09-30
2118,518,494762.03,943674.64,2022-09-08
2119,2408,656784.19,353823.62,2025-10-04
2120,4917,616768.12,60356.65,2023-04-21
2121,2527,387810.36,846377.77,2023-09-28
2122,647,222054.74,871734.69,2023-12-21
2123,3546,,309260.57,2025-12-27
2124,1814,57839.12,362711.55,2023-05-26
2125,4576,138069.09,138448.31,
2126,1840,838998.06,151161.1,2025-11-06
2127,4768,402696.46,671166.81,2024-10-08
2128,664,517973.63,345900.63,2023-05-01
2129,2382,648698.93,215734.66,2022-12-09
2130,4258,687692.64,292908.78,2026-08-01
2131,4297,570290.41,79853.78,2024-11-16
2132,3191,958158.2,511461.48,2026-07-10
2133,250,204450.57,790891.7,2025-07-13
2134,4416,341472.56,644794.68,2025-09-17
2135,3465,224828.72,167122.73,2023-12-09
2136,2518,801925.69,87181.4,2023-10-09
2137,3069,851426.57,45738.38,2025-09-09
2138,3870,902607.76,915388.85,2024-10-21
2139,2749,75333.58,665067.11,2023-03-02
2140,2421,,689625.92,2025-12-07
2141,347,,584486.73,2026-06-03
2142,874,690620.11,15241.97,
2143,4092,76536.11,249478.44,2022-10-05
2144,1417,300895.61,405408.89,2024-06-23
2145,1096,303631.97,789829.16,2025-08-29
2146,3525,895137.41,78021.25,2025-07-06
2147,2029,904797.45,970063.93,2026-12-20
2148,3863,817338.14,757499.52,
2149,4179,310200.52,455758.81,2024-03-27
2150,3459,658640.08,53022.86,2025-08-12
2151,1425,513070.39,426748.11,2022-10-12
2152,1833,888508.62,957456.56,2024-06-30
2153,213,563236.48,938927.7,2025-01-20
2154,3155,793060.26,208254.8,2025-02-15
2155,4319,55101.62,943776.73,2023-06-25
2156,992,518800.07,89763.18,2022-10-02
2157,3129,213347.28,274442.84,2023-03-04
2158,2389,,527432.25,2026-01-19
2159,2914,445148.49,847894.33,2023-01-05
2160,4117,93741.04,19101.52,2024-11-30
2161,3744,383586.37,633147.01,2026-05-20
2162,464,965662.88,452546.32,2023-07-09
2163,1299,381542.59,702568.34,2024-12-02
2164,1850,37330.57,261392.16,2023-01-15
2165,3758,769470.11,,2023-03-19
2166,2041,880163.4,918436.19,2026-04-07
2167,2300,569088.62,11212.36,
2168,3634,12548.54,454361.73,2024-04-24
2169,4391,515400.76,758841.9,2022-12-01
2170,4198,270921.93,638871.46,2026-11-19
2171,860,307627.03,966830.52,2026-07-08
2172,1000,385360.54,966158.79,2023-12-03
2173,3798,,948607.21,2024-11-26
2174,4368,716772.75,569064.67,2024-03-20
2175,4981,70712.71,,2023-09-19
2176,923,770783.2,74902.35,2025-01-14
2177,3685,38129.95,289723.79,2024-11-01
2178,4166,,966091.92,2025-08-28
2179,2847,17449.01,,2024-06-23
2180,1815,590930.7,125955.85,2023-07-24
2181,2097,872119.67,229985.69,2022-09-25
2182,2738,860679.11,556658.06,2024-08-21
2183,2957,,335771.22,2025-05-03
2184,295,60403.73,108297.59,2026-08-25
2185,4351,374870.69,391755.7,2022-09-27
2186,2513,,813802.55,2026-05-25
2187,3194,199445.63,828704.69,2025-07-16
2188,4796,475278.84,219560.56,2022-08-06
2189,2487,953791.22,515691.34,2024-06-12
2190,3981,38184.81,256113.37,2026-06-09
2191,3254,591963.33,24492.16,2024-06-03
2192,2342,804083.58,596921.78,2024-07-22
2193,3958,287587.14,440261.97,2026-06-17
2194,3073,214205.04,504246.58,2026-02-06
2195,3441,196271.47,,2025-06-26
2196,2000,108983.47,746486.54,2025-03-14
2197,3865,483916.8,418734.88,2026-12-29
2198,1606,346380.16,1890.48,2026-01-08
2199,1629,917683.37,161753.13,2025-03-22
2200,2771,90621.36,233377.71,2025-09-12
2201,2037,395415.61,917356.79,
2202,2184,849762.81,849434.21,2025-04-13
2203,4975,289652.94,204790.92,2022-11-19
2204,625,432171.76,898068.5,2024-10-24
2205,3220,725786.69,745438.98,2023-06-02
2206,1527,38418.51,87063.77,2026-09-23
2207,1527,911480.07,580737.0,2024-10-31
2208,4709,,703489.77,2025-08-08
2209,1976,573598.6,594846.76,2025-06-20
2210,1897,785381.12,980809.46,2023-07-18
2211,2515,353271.99,703436.48,2026-02-13
2212,1376,308389.25,342669.71,2026-05-14
2213,4150,657337.22,306417.61,2026-10-29
2214,2374,555767.24,585982.64,2023-08-10
2215,2995,494802.96,71516.62,2024-02-12
2216,3578,300148.71,949497.97,2023-11-13
2217,2057,30158.3,748303.26,2025-11-06
2218,129,902598.72,516616.22,2024-08-28
2219,323,838726.62,942510.06,2023-02-02
2220,2683,794496.4,627036.53,2024-09-09
2221,4960,486619.38,55030.57,2023-10-06
2222,4916,748236.99,363700.07,2026-08-22
2223,2166,945458.3,974778.6,2025-07-06
2224,2465,72702.67,437300.26,2022-11-05
2225,1783,322335.55,192501.21,2024-07-25
2226,1126,398196.1,382217.33,2023-02-23
2227,4991,673350.34,485799.66,2023-06-12
2228,2026,897682.16,820428.89,
2229,4149,219879.75,318055.39,2023-01-15
2230,4236,64408.22,414416.4,2026-02-24
2231,1845,107577.4,628720.98,2023-10-26
2232,338,801077.01,702485.75,2023-11-03
2233,2077,69677.23,889669.4,2023-10-21
2234,2002,301007.85,801458.72,2026-01-31
2235,1356,168547.86,877986.17,2024-12-06
2236,4154,486546.63,208074.15,2023-03-14
2237,634,414854.65,627323.75,2023-11-19
2238,2511,934825.13,22365.12,2024-10-06
2239,3983,264427.85,188717.28,2023-11-17
2240,2466,150446.47,314039.81,2023-08-22
2241,295,225801.46,311708.04,2022-09-18
2242,911,114683.79,776362.62,2026-02-28
2243,140,225806.82,692642.97,2025-08-12
2244,73,36233.98,155033.31,2023-04-29
2245,3571,104312.06,344796.26,2023-05-17
2246,2964,819598.29,178839.03,2025-04-06
2247,276,534394.6,196361.24,2022-08-13
2248,2573,563342.81,117311.13,2024-12-10
2249,108,226125.99,100374.27,2024-07-05
2250,4021,386310.91,169713.36,2026-11-16
2251,3820,205955.75,898785.56,2022-12-01
2252,3256,,179622.71,2026-08-30
2253,1392,659485.11,344436.31,2022-09-18
2254,1481,,313906.28,2025-09-25
2255,1431,143136.31,101962.11,2024-02-24
2256,4381,751752.23,733556.84,2024-11-21
2257,2907,392955.97,338922.52,2026-03-07
2258,1074,744360.72,536779.0,2025-12-21
2259,4236,413198.55,74768.67,2023-07-02
2260,4580,418324.86,625096.28,2025-06-19
2261,1175,47210.31,912361.37,2026-03-20
2262,2891,786598.75,289009.32,
2263,2680,157149.44,133170.5,2024-01-04
2264,4552,948506.01,76436.81,
2265,3200,782870.83,434983.03,2022-09-28
2266,3465,571978.23,819927.63,2025-09-06
2267,2057,767389.47,125917.09,2026-12-09
2268,3946,683536.06,862125.15,2025-06-21
2269,1992,120056.83,698979.04,2025-01-01
2270,957,283730.83,694560.29,2024-02-05
2271,688,586158.69,144102.22,2024-09-07
2272,1211,180387.13,254049.59,2022-09-21
2273,3207,793485.9,,2024-03-06
2274,1181,979141.86,603894.04,2024-01-08
2275,4684,18975.65,258373.95,2023-08-05
2276,3133,198937.07,448346.82,2023-05-10
2277,1168,440493.11,108854.58,2025-05-07
2278,2085,282624.35,606467.02,2023-04-10
2279,4742,751814.0,183328.55,2023-04-27
2280,2718,998417.58,,2025-11-15
2281,2896,693784.83,138096.44,2023-07-05
2282,1982,859821.18,684269.04,2023-09-25
2283,218,159107.4,564602.15,2024-05-21
2284,3467,420990.77,83884.52,2023-09-04
2285,2078,57614.73,608204.95,2026-06-28
2286,2664,973595.07,851411.61,2025-04-14
2287,1038,64290.85,,2024-02-03
2288,3969,3674.22,476669.67,
2289,1998,320671.5,307649.19,2024-11-15
2290,1013,296035.37,61771.31,2025-10-13
2291,4091,863147.38,358834.82,2026-07-22
2292,2303,408148.59,796787.37,2026-04-25
2293,3670,334494.8,731122.48,2024-10-27
2294,613,,632423.57,2024-12-29
2295,4817,636800.53,693892.95,2024-10-19
2296,3873,565496.36,620264.9,2024-03-03
2297,943,,467777.24,2023-06-22
2298,442,145192.67,552730.82,2024-10-03
2299,584,869122.8,382819.77,2024-03-26
2300,1776,931280.44,565050.46,2024-05-13
2301,1227,867627.35,700416.82,2022-12-02
2302,4027,207990.22,656985.5,2024-04-06
2303,4373,957495.63,192197.58,2023-07-19
2304,572,837315.69,464067.23,2026-02-10
2305,705,314175.28,55201.37,2026-08-20
2306,443,317373.61,828931.46,2026-11-26
2307,3977,36562.32,603727.18,2024-03-04
2308,259,670832.79,769695.51,2026-06-29
2309,2506,368272.39,109220.13,2024-10-19
2310,3438,645686.72,580662.24,2026-11-19
2311,3926,776602.37,37033.6,2025-03-11
2312,1902,765743.82,640911.75,2023-02-03
2313,3005,491818.15,372802.71,2023-11-05
2314,2306,448293.31,703057.11,2023-02-11
2315,2040,766767.35,456960.98,2024-07-29
2316,2461,781072.65,158528.05,
2317,4756,87777.47,258693.24,2022-07-06
2318,919,,166032.69,2024-03-24
2319,329,139874.51,459470.64,2024-10-11
2320,2880,918064.88,368848.44,2025-10-12
2321,3445,,469778.89,2026-01-29
2322,263,130194.97,772026.11,2025-08-14
2323,4777,895884.94,518103.99,2025-01-11
2324,4632,576794.8,202143.58,2024-02-23
2325,3913,213342.71,376022.58,2026-12-26
2326,4145,,49156.14,2022-09-22
2327,1529,507127.21,866057.34,2025-12-15
2328,4342,134779.04,911737.77,2026-03-18
2329,4494,489359.96,423047.85,2026-05-27
2330,3349,19737.61,844840.19,2025-04-23
2331,4470,,604413.59,2023-11-13
2332,4571,508490.59,427763.29,2025-12-28
2333,1869,694830.32,239448.79,2023-11-14
2334,4840,688950.02,,2023-09-28
2335,3392,18280.11,580851.99,2024-12-08
2336,1997,815708.6,522059.79,2024-11-01
2337,1079,515538.7,388988.96,2025-02-02
2338,4227,243702.98,,2023-05-11
2339,1488,173301.69,844909.38,2024-01-29
2340,273,,4226.49,2024-01-16
2341,4865,710433.97,744666.06,2025-06-27
2342,843,501540.71,894137.17,2023-10-11
2343,2023,23646.84,968844.89,2025-08-04
2344,2934,65298.36,641476.54,2025-03-27
2345,966,478980.48,597120.25,2026-03-04
2346,3972,774938.43,253010.7,2026-05-16
2347,2888,363126.05,195586.66,2024-06-09
2348,4649,275713.0,119437.19,2025-07-22
2349,3091,342592.71,948398.36,2024-12-05
2350,1871,,559930.08,2023-09-30
2351,2006,340730.51,810675.46,2024-11-19
2352,4834,441716.08,989145.73,2026-02-09
2353,3262,218976.94,920209.97,2023-10-26
2354,2854,681891.97,881613.4,2024-07-14
2355,4270,769098.28,313817.1,2025-11-28
2356,2620,90727.91,780425.58,2025-06-04
2357,3158,58145.58,460324.81,
2358,3778,895575.89,207191.12,2022-09-07
2359,3572,260668.32,964354.24,2023-10-26
2360,2772,170533.35,788781.35,2022-08-04
2361,3963,766345.12,109206.25,2022-11-20
2362,3235,959256.77,890181.02,2024-05-11
2363,2017,361264.54,439927.32,2022-08-30
2364,906,434471.58,986338.44,2025-03-06
2365,2867,511567.49,59142.22,2026-07-15
2366,1911,478499.88,436312.4,2023-06-19
2367,2501,566469.15,171236.56,2026-02-11
2368,3665,52603.18,294833.34,
2369,3619,572237.12,95962.82,2026-11-17
2370,3471,186200.86,,2024-09-08
2371,4188,,204743.94,2022-09-02
2372,2370,878286.51,,2024-11-07
2373,2791,833061.33,429555.48,2026-05-20
2374,4138,505254.33,310206.38,2026-05-16
2375,2060,601455.37,694127.13,2025-05-16
2376,4289,104997.62,761518.84,2025-03-22
2377,2652,776695.9,666912.46,2024-03-31
2378,1348,631778.36,507254.31,2025-06-22
2379,370,399036.88,699662.16,
2380,333,,200654.22,2025-04-30
2381,3596,524404.96,92528.33,2023-01-05
2382,544,561560.82,922570.59,2025-11-20
2383,3198,395207.65,720982.47,2025-03-20
2384,4873,511838.7,740799.46,2024-10-13
2385,4611,249050.15,,2024-06-28
2386,3460,979159.71,315988.66,
2387,298,93584.63,20292.6,2026-03-13
2388,261,579805.74,591988.07,2026-08-09
2389,2786,587943.18,995644.34,2026-09-17
2390,577,523899.16,586164.71,2023-10-10
2391,3728,500800.21,688296.05,2025-07-06
2392,565,495688.41,733999.3,2024-09-17
2393,4216,712730.69,167343.41,2024-02-01
2394,2758,461277.74,360450.99,2022-10-16
2395,1857,846022.46,118298.54,2025-05-30
2396,4868,701877.09,647758.24,2025-08-22
2397,663,695438.46,851186.88,2024-02-17
2398,2471,929151.57,454956.71,2024-10-14
2399,3535,994004.72,508485.4,2024-12-30
2400,4676,630748.83,584058.8,2025-07-03
2401,763,660157.3,205159.33,2025-02-15
2402,4445,173582.56,625420.12,2026-08-14
2403,2219,528673.17,934528.61,2024-01-25
2404,4238,405378.21,575896.67,2024-08-22
2405,4835,161057.56,54898.26,
2406,414,968382.28,555722.41,2024-11-13
2407,1488,292043.35,526945.82,2025-06-24
2408,2724,18313.49,631424.06,2025-05-15
2409,3143,118849.77,537934.09,2026-10-14
2410,4352,514545.29,,2024-02-21
2411,2798,177249.11,66494.79,2023-08-27
2412,4143,143680.33,983371.78,2023-06-02
2413,1228,888735.79,940639.04,2025-02-19
2414,3066,106613.07,198146.05,2026-11-29
2415,722,940575.02,210020.64,2025-06-02
2416,3069,854490.03,49507.78,2026-05-09
2417,4729,806735.89,964593.04,2022-09-23
2418,4809,373848.72,121816.68,2023-11-02
2419,3362,752162.01,647733.27,2024-06-29
2420,100,315122.75,475821.35,2022-10-16
2421,303,802347.7,615581.22,2026-10-08
2422,743,919980.16,276453.04,2022-10-02
2423,3331,,253888.94,2024-03-17
2424,4420,554407.14,781143.25,2026-01-12
2425,618,637748.96,535174.9,2025-09-28
2426,4049,115536.17,523719.82,2025-07-12
2427,1930,359911.72,481397.45,2024-01-01
2428,600,105955.81,881400.67,2025-06-08
2429,936,118961.26,778326.17,2023-09-06
2430,3193,825257.96,236945.2,2023-01-08
2431,3039,43618.41,654581.85,2023-03-01
2432,626,931917.03,738600.75,2024-06-08
2433,4726,47125.13,743911.6,2024-01-27
2434,3171,757666.73,539.9,2022-07-07
2435,1824,605966.87,222354.06,2026-11-02
2436,3022,789979.39,108765.43,2024-08-01
2437,4215,779950.4,324413.64,2026-07-25
2438,2669,372532.74,431549.41,2025-03-01
2439,3922,713069.66,305766.35,2024-11-21
2440,3879,680054.78,20332.97,2026-05-06
2441,2319,141921.62,721267.44,2023-03-27
2442,2635,230490.14,338873.24,2022-08-27
